processed_text,encoded_label
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user trump also released his... via the new york times🤣🤣🤣,2
@user neither should your brusband. #trump2020,1
"@user @user he may know the details inside and out(i'm doubtful of that) but sean would present the information in a way that is most flattering to trump, and omit any information contrary to that narrative. i wouldn't trust anything he says without reviewing all the details myself.",0
@user that was no moderator - he gave biden softballs and tried to set traps for trump. disgraceful!,0
i think i like the other billionaire better. #demdebate,2
lock them up @user #maga tucker @user http,2
🇺🇸☕️☕️good morning patriots ☕️☕️🇺🇸 well we are halfway thru the dimwit convention blooper reel. can't wait for the republican convention with all the bs #corruptdemocrats have put @user thru and the unwarranted attack on his accomplishments. his motto #trump2020 http,1
@user i was gonna vote biden till i found out he left his post during ww1 to go hit on some french women😂 glad he found his way out the basement! #trump2020,1
@user vote early! #votebluetosaveamerica,0
"hey, @user i saw the poll about how you beat donald trump. #biden2020 #southcarolinaprimary #nevadacaucuses #democraticdebate @user @user @user @user @user @user @user @user @user @user @user @user",0
y’all slow down with the tweets i can’t like them all #presidentialdebate #debates2020 #bidenharris2020,2
buttigieg: 'there is no evidence that [the strike of qasem soleimani] made our country safer...taking out a bad guy is not a good idea if you do not know what you are doing. this president has moved us this much closer to the brink of war.' #demdebate http,2
"if they can find 3 teens that hacked twitter in 2 weeks time, how come they haven't found q and arrested him yet? it's been 3 years. #greatawakening #wwg1wga",2
"#gop #healsact protects corps from lawsuits from immune compromised workers from returning to work during covid19 instead of providing funding, procedures to open safely and adequate ppe. they would rather americans get sick (and possibly die) instead of #extendthe600",2
so #cocaine is trending. #rncconvention2020 #rnc2020 #trump 🧂 ❄️ 🎈 http,2
i officially dislike pete #demdebate,2
"amid her #demdebate argument against concerns that no woman can win the presidency, sen. warren argued that trump’s presidency produced many things including a wave of women elected to public office. http",2
#debates2020 donald trump doesn’t know how to speak the truth about responses to covid-19.,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user thank you for the 🚂 ride @user 🇺🇸 ifb all #maga #kag patriots. please retweet http,1
i really hope tonight let’s all of you realize old people should not run countries! fml! @user @user @user @user @user @user @user @user #blm #liberty #truth #trump2020 #bidenharris2020 #american #freedom come to my middle independent!,2
how many flags do you need #donaldtrump,2
"wow, i just saw a #joebiden commercial. most #democrats have usually given up on #missouri since we went from purple to red so i haven't seen many commercials for the dem nominee at any level above city for the last few cycles. are we (mo) in play to #dumptrump2020?",0
"@user i pernounce it like another c word. we don’t need to know her name, it will all be over soon. #maga #maga2020 #trump2020",1
@user you need to paint a scary picture of joe biden future of america and what you did and will do for our future,0
"california state senator @user chairs a panel at #dnc2020 labor council caucus, of women who came out of the labor movement to win elected office - from minnesota, state auditor @user accuses trump of making the truth a partisan issue.",0
watching the #democraticdebate with a #migraine has made me hate pete's voice.,2
"@user @user good grief, the republican party just keeps sinking lower and lower. how pathetic! 🙄 #voteblue2020 #dumptrump #saveourdemocracy",0
"@user you can't afford... well, you'll have to! 😂 #joebiden #joebidenforpresident2020 #joebiden2020 #votebluetosaveamerica #votetrumpout #votethemallout2020 #trumpisnotwell #trumptreason",0
@user the song tootsie slide is it really a reference to the moon walk or the til tok dance please settle this for me please it’s a major debate among my kids #quarantinelife #debate #tootsieslide #drake,2
a billionaire attacking a guy for owning a summer cabin #demdebate #demdebates #fckbloomberg,2
holy shitttttttt #biden is crying !!!!!! hes done !!!!! #presidentialdebate2020 #debate2020 #debates2020 #trump2020,1
what would happen if sanders was not allowed to wag his finger #demdebate,2
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user omg i can’t stop laughing at morning joe’s comparison of ⁦⁦@user⁩’s rnc speech w/ dwight schrute’s mussolini speech from #theoffice 🤣😂🤣 #rnc2020 http,2
"@user you're only just now realizing that verse is about #drinkbleachdonnie #trumplorable, right? #democraticnationalconvention #shegotitright #biden #bernie2020 #biden2020 #votebluetoendthisnightmare #votebluetosaveamerica #trumpliespeopledie #votebluetosaveourlives",0
i'm begging some player in the ncaa to wear a #maga patch...please expose the hypocrisy of the left. @user,1
every #joebiden answer: “number 1... number 2... number 2... period. #demdebate #berniesurge #hellnojoe #bernie2020 #bernieorbust2020 #notmeus,2
it’s a legendary night for the #divine9. #signmeup #familyiseverything #divinenine #dnc #dnc2020 m http,2
@user it's that simple. #voteblue2020,0
#joebiden had little to no energy. @user has a new descriptor: #gladiator. #presidentialdebate #debate2020 #debate #trump2020,1
@user @user @user @user hi jake did you see @user lobbing weaker insults to the #portland mayor? really sad for anyone in that position and were all freaked out he is 'acting' (hmm) like a 5 yr old playin #cod but my kid said he could take em easy. respect! #gop can't #dunk🏀 #nbaisback,2
"@user vote out every #republican - local, state &amp; federal. #voteblue2020 #votebluenomatterwho #votebluetosaveamerica #voteblue http",0
#nobelpeaceprize has a chance to restore integrity here after giving the war monger obama the prize. “#donaldtrump nominated for nobel peace prize following israel-uae deal” http,1
does anyone have a count of how many times joe says “one; look here’s the thing; period; obama”? it just seems like a lot 🤭#demdebate2020 #democraticdebate #cnndebate,2
"@user ""and what about demon seed, madame speaker? why haven't you addressed alien dna?"" i knew mccarthy was stupid but, surely, he must know how any comment regarding #covid19 by the #gop will be met with righteous derision! 🙄 http",2
can't believe that trump literally got away from having to denounce white supremacists. how the fuck did we end up with him as president.,0
i believe sleepy joe biden will invest in a cure for alzheimers. he just has to remember to sign the bill when he's preside....ahahahahahahahha sorry i couldn't finish that with a straight face. #demdebate2020 #demdebate,2
"@user @user @user sadly, agree! but don’t give up yet. #biden2020 🌊🌊🌊",0
trump urging his followers to watch people vote... @user isnt that voter intimidation? #presidentialdebate2020,0
